DeploymentYear,total.spring,total.nov,total.dec,total.jan,total.feb,total.mar
ABMI-696-NE_2018,78,0,0,0,12,31
ABMI-696-SW_2018,78,0,0,0,12,31
ABMI-697-NE_2016,78,0,0,0,2,31
ABMI-697-NW_2016,78,0,0,0,7,31
ABMI-697-SE_2016,78,0,0,0,2,31
ABMI-697-SW_2016,78,0,0,0,2,31
ABMI-698-NE_2016,78,0,0,0,2,31
ABMI-698-NW_2016,78,0,0,0,0,31
ABMI-698-SE_2016,78,0,0,0,0,31
ABMI-698-SW_2016,78,0,0,0,0,31
ABMI-699-NE_2016,78,0,0,0,0,28
ABMI-699-NW_2016,78,0,0,0,0,28
ABMI-699-SE_2016,78,0,0,0,0,28
ABMI-699-SW_2016,78,0,0,0,0,28
ABMI-6-NE_2017,78,0,0,0,28,31
ABMI-6-NW_2017,78,0,0,0,28,31
ABMI-6-SE_2017,78,0,0,0,28,31
ABMI-6-SW_2017,78,0,0,0,28,31
ABMI-710-NE_2018,78,0,0,7,28,31
ABMI-710-SW_2018,78,0,0,7,28,31
ABMI-711-NE_2018,78,0,0,3,28,31
ABMI-711-SW_2018,78,0,0,3,28,31
ABMI-712-NE_2018,78,0,0,8,28,31
ABMI-712-SW_2018,78,0,0,8,28,31
ABMI-722-NE_2017,78,0,31,31,28,31
ABMI-722-NW_2017,78,0,31,31,28,31
ABMI-722-SE_2017,78,0,31,31,28,31
ABMI-722-SW_2017,78,0,31,31,28,31
ABMI-723-NE_2017,78,0,31,31,28,31
ABMI-723-NW_2017,78,0,31,31,28,31
ABMI-723-SE_2017,78,0,31,31,28,31
ABMI-723-SW_2017,78,0,31,31,28,31
ABMI-724-NE_2017,78,1,31,31,28,31
ABMI-724-NW_2017,78,1,31,31,28,31
ABMI-724-SE_2017,78,1,31,31,28,31
ABMI-724-SW_2017,78,1,31,31,28,31
ABMI-725-NE_2018,78,0,0,0,17,31
ABMI-726-NE_2018,78,0,0,0,10,31
ABMI-727-NE_2018,78,0,0,8,28,31
ABMI-727-SW_2018,78,0,0,8,28,31
ABMI-728-NE_2016,78,0,0,0,0,30
ABMI-728-NW_2016,78,0,0,0,0,30
ABMI-728-SE_2016,78,0,0,0,0,30
ABMI-728-SW_2016,78,0,0,0,0,30
ABMI-729-NE_2016,78,0,0,0,0,31
ABMI-729-NW_2016,78,0,0,0,0,31
ABMI-729-SE_2016,78,0,0,0,0,31
ABMI-729-SW_2016,78,0,0,0,0,31
ABMI-730-NE_2016,78,0,0,0,0,29
ABMI-730-NW_2016,78,0,0,0,0,29
ABMI-730-SE_2016,78,0,0,0,0,29
ABMI-730-SW_2016,78,0,0,0,0,29
ABMI-741-NE_2018,78,0,0,8,28,31
ABMI-741-SW_2018,78,0,0,8,28,31
ABMI-742-NE_2018,78,0,0,5,28,31
ABMI-742-SW_2018,78,0,0,5,28,31
ABMI-743-NE_2018,78,0,0,7,28,31
ABMI-743-SW_2018,78,0,0,6,28,31
ABMI-753-NE_2017,78,2,31,31,28,31
ABMI-753-NW_2017,78,0,30,31,28,31
ABMI-753-SE_2017,78,2,31,31,28,31
ABMI-753-SW_2017,78,2,31,31,28,31
ABMI-754-NE_2017,78,0,0,22,28,31
ABMI-754-NW_2017,78,0,0,22,28,31
ABMI-754-SE_2017,78,0,0,22,28,31
ABMI-754-SW_2017,78,0,0,22,28,31
ABMI-755-NE_2017,78,1,31,31,28,31
ABMI-755-NW_2017,78,1,31,31,28,31
ABMI-755-SE_2017,78,1,31,31,28,31
ABMI-755-SW_2017,78,1,31,31,28,31
ABMI-756-NE_2018,78,0,0,0,10,31
ABMI-756-SW_2018,0,0,0,0,1,0
ABMI-757-NE_2018,78,0,0,0,16,31
ABMI-757-SW_2018,78,0,0,0,16,31
ABMI-758-NE_2018,78,0,0,8,28,31
ABMI-758-SW_2018,78,0,0,8,28,31
ABMI-759-NE_2016,74,0,0,0,4,31
ABMI-759-NW_2016,78,0,0,0,4,31
ABMI-759-SE_2016,78,0,0,0,4,31
ABMI-759-SW_2016,78,0,0,0,4,31
ABMI-760-NE_2016,78,0,0,0,1,31
ABMI-760-NW_2016,78,0,0,0,1,31
ABMI-760-SE_2016,78,0,0,0,1,31
ABMI-760-SW_2016,78,0,0,0,1,31
ABMI-761-NE_2016,45,0,0,0,0,11
ABMI-761-NW_2016,78,0,0,0,0,11
ABMI-761-SE_2016,78,0,0,0,0,11
ABMI-761-SW_2016,78,0,0,0,0,11
ABMI-767-NE_2018,78,0,19,31,28,31
ABMI-767-NW_2018,78,0,19,31,28,31
ABMI-767-SE_2018,78,0,19,31,28,31
ABMI-767-SW_2018,78,0,19,31,28,31
ABMI-768-NE_2018,78,0,19,31,28,31
ABMI-768-NW_2018,78,0,19,31,28,31
ABMI-768-SE_2018,78,0,19,31,28,31
ABMI-768-SW_2018,0,0,19,9,0,0
ABMI-769-NE_2018,78,0,18,31,28,31
ABMI-769-NW_2018,78,0,18,31,28,31
ABMI-769-SE_2018,78,0,18,31,28,31
ABMI-769-SW_2018,78,0,18,31,28,31
ABMI-782-NE_2018,78,0,0,24,28,31
ABMI-782-NW_2018,78,0,0,24,28,31
ABMI-782-SE_2018,78,0,0,24,28,31
ABMI-782-SW_2018,78,0,0,24,28,31
ABMI-791-NE_2015,78,0,0,0,0,25
ABMI-791-NW_2015,78,0,0,0,0,24
ABMI-791-SE_2015,78,0,0,0,0,25
ABMI-791-SW_2015,78,0,0,0,0,24
ABMI-792-NE_2015,78,0,0,0,0,25
ABMI-792-NW_2015,78,0,0,0,0,25
ABMI-792-SE_2015,78,0,0,0,0,25
ABMI-792-SW_2015,78,0,0,0,0,25
ABMI-793-NE_2015,78,0,0,0,0,27
ABMI-793-NW_2015,78,0,0,0,0,27
ABMI-793-SE_2015,78,0,0,0,0,27
ABMI-793-SW_2015,39,0,0,0,0,27
ABMI-794-NE_2015,78,0,0,0,0,26
ABMI-794-NW_2015,78,0,0,0,0,26
ABMI-794-SE_2015,78,0,0,0,0,26
ABMI-794-SW_2015,78,0,0,0,0,26
ABMI-799-NE_2018,78,0,20,31,28,31
ABMI-799-NW_2018,78,0,20,31,28,31
ABMI-799-SE_2018,78,0,20,31,28,31
ABMI-799-SW_2018,78,0,20,31,28,31
ABMI-7-NE_2018,78,2,31,31,28,31
ABMI-7-SW_2018,78,2,31,31,28,31
ABMI-800-NE_2018,78,0,18,31,28,31
ABMI-800-NW_2018,78,0,18,31,28,31
ABMI-800-SE_2018,78,0,18,31,28,31
ABMI-800-SW_2018,78,0,18,31,28,31
ABMI-801-NE_2018,78,0,20,31,28,31
ABMI-801-NW_2018,78,0,20,31,28,31
ABMI-801-SE_2018,78,0,20,31,28,31
ABMI-801-SW_2018,0,0,20,31,2,0
ABMI-816-NE_2018,78,0,0,4,28,31
ABMI-816-NW_2018,78,0,0,4,28,31
ABMI-816-SE_2018,78,0,0,4,28,31
ABMI-816-SW_2018,78,0,0,4,28,31
ABMI-823-NE_2015,78,0,0,0,0,26
ABMI-823-NW_2015,78,0,0,0,0,26
ABMI-823-SE_2015,78,0,0,0,0,26
ABMI-823-SW_2015,73,0,0,0,0,26
ABMI-824-SE_2015,78,0,0,0,0,25
ABMI-824-SW_2015,78,0,0,0,0,25
ABMI-825-NE_2015,78,0,0,0,0,27
ABMI-825-NW_2015,78,0,0,0,0,27
ABMI-825-SE_2015,78,0,0,0,0,26
ABMI-825-SW_2015,78,0,0,0,0,26
ABMI-826-NE_2017,78,0,19,31,28,31
ABMI-826-NW_2017,78,0,19,31,28,31
ABMI-826-SE_2017,78,0,19,31,28,31
ABMI-826-SW_2017,0,0,19,31,28,13
ABMI-827-NE_2017,78,0,19,31,28,31
ABMI-827-NW_2017,78,0,19,31,28,31
ABMI-827-SE_2017,78,0,19,31,28,31
ABMI-827-SW_2017,78,0,19,31,28,31
ABMI-828-NE_2017,78,0,0,23,28,31
ABMI-828-NW_2017,78,0,0,23,28,31
ABMI-828-SE_2017,78,0,0,23,28,31
ABMI-828-SW_2017,78,0,0,23,28,31
ABMI-829-NE_2018,78,0,0,4,28,31
ABMI-829-SW_2018,78,0,0,4,28,31
ABMI-830-NE_2018,78,0,0,3,28,31
ABMI-831-NE_2018,78,0,19,31,28,31
ABMI-831-SE_2018,78,0,19,31,28,31
ABMI-831-SW_2018,78,0,19,31,28,31
ABMI-832-NE_2018,78,0,18,31,28,31
ABMI-832-NW_2018,78,0,18,31,28,31
ABMI-832-SE_2018,78,0,18,31,28,31
ABMI-832-SW_2018,78,0,18,31,28,31
ABMI-833-NE_2018,78,0,20,31,28,31
ABMI-833-NW_2018,78,0,20,31,28,31
ABMI-833-SE_2018,78,0,20,31,28,31
ABMI-833-SW_2018,78,0,20,31,28,31
ABMI-848-NE_2018,78,0,0,0,0,17
ABMI-848-NW_2018,78,0,0,0,0,17
ABMI-848-SE_2018,78,0,0,0,0,17
ABMI-848-SW_2018,78,0,0,0,0,17
ABMI-855-NE_2015,78,0,0,0,0,24
ABMI-855-NW_2015,78,0,0,0,0,26
ABMI-855-SE_2015,72,0,0,0,0,24
ABMI-855-SW_2015,78,0,0,0,0,26
ABMI-856-NE_2015,78,0,0,0,0,25
ABMI-856-NW_2015,78,0,0,0,0,25
ABMI-856-SE_2015,78,0,0,0,0,25
ABMI-856-SW_2015,78,0,0,0,0,25
ABMI-857-NE_2015,78,0,0,0,0,13
ABMI-857-NW_2015,78,0,0,0,0,13
ABMI-857-SE_2015,78,0,0,0,0,13
ABMI-857-SW_2015,78,0,0,0,0,13
ABMI-858-NE_2017,78,0,0,21,28,31
ABMI-858-NW_2017,78,0,0,21,28,31
ABMI-858-SE_2017,78,0,0,21,28,31
ABMI-858-SW_2017,78,0,0,21,28,31
ABMI-859-NE_2017,78,0,21,31,28,31
ABMI-859-NW_2017,78,0,21,31,28,31
ABMI-859-SE_2017,78,0,21,31,28,31
ABMI-859-SW_2017,78,0,21,31,28,31
ABMI-860-NE_2017,78,0,21,31,28,31
ABMI-860-NW_2017,78,0,21,31,28,31
ABMI-860-SE_2017,78,0,21,31,28,31
ABMI-860-SW_2017,78,0,21,31,28,31
ABMI-861-NE_2018,78,0,0,8,28,31
ABMI-861-SW_2018,78,0,0,1,28,31
ABMI-862-NE_2018,78,0,0,8,28,31
ABMI-862-SW_2018,78,0,0,2,28,31
ABMI-887-NE_2018,78,0,0,0,0,11
ABMI-887-SW_2018,78,0,0,0,0,11
ABMI-888-NE_2018,78,0,0,0,0,26
ABMI-888-SW_2018,78,0,0,0,0,26
ABMI-889-NE_2018,78,0,0,8,28,31
ABMI-889-SW_2018,78,0,0,8,28,31
ABMI-890-NE_2016,78,0,0,0,13,31
ABMI-890-NW_2016,48,0,0,0,13,31
ABMI-890-NW-b_2016,31,0,0,0,0,0
ABMI-890-SE_2016,68,0,0,0,13,31
ABMI-890-SW_2016,78,0,0,0,13,31
ABMI-891B-NE_2016,78,0,0,0,9,31
ABMI-891B-NW_2016,62,0,0,0,9,31
ABMI-891B-SE_2016,4,0,0,0,9,31
ABMI-891B-SW_2016,78,0,0,0,9,31
ABMI-892-NE_2016,78,0,0,0,11,31
ABMI-892-NW_2016,78,0,0,0,11,31
ABMI-892-SE_2016,78,0,0,0,10,31
ABMI-892-SW_2016,78,0,0,0,10,31
ABMI-8-NE_2018,78,3,31,31,28,31
ABMI-8-SW_2018,78,3,31,31,28,31
ABMI-905B-NE_2018,78,0,0,22,28,31
ABMI-905B-NW_2018,78,0,0,22,28,31
ABMI-905B-SE_2018,78,0,0,22,28,31
ABMI-905B-SW_2018,78,0,0,22,28,31
ABMI-91-NE_2016,78,0,0,0,0,13
ABMI-91-NW_2016,78,0,0,0,0,13
ABMI-91-SE_2016,78,0,0,0,0,13
ABMI-91-SW_2016,78,0,0,0,0,13
ABMI-920-NE_2018,78,0,0,9,28,31
ABMI-920-SW_2018,78,0,0,9,28,31
ABMI-921-NE_2018,78,0,0,0,0,25
ABMI-921-SW_2018,78,0,0,0,0,25
ABMI-922-NE_2018,78,0,0,5,28,31
ABMI-922-SW_2018,78,0,0,5,28,31
ABMI-923-NE_2016,78,0,0,0,11,31
ABMI-923-NW_2016,78,0,0,0,11,31
ABMI-923-SE_2016,78,0,0,0,11,31
ABMI-923-SW_2016,78,0,0,0,11,31
ABMI-924-NE_2016,78,0,0,0,8,31
ABMI-924-NW_2016,78,0,0,0,8,31
ABMI-924-SE_2016,78,0,0,0,8,31
ABMI-924-SW_2016,78,0,0,0,8,31
ABMI-925-NE_2016,78,0,0,0,10,31
ABMI-925-NW_2016,66,0,0,0,10,31
ABMI-925-SE_2016,78,0,0,0,10,31
ABMI-925-SW_2016,77,0,0,0,10,31
ABMI-92-NE_2016,78,0,0,0,0,14
ABMI-92-NW_2016,78,0,0,0,0,14
ABMI-92-SE_2016,78,0,0,0,0,14
ABMI-92-SW_2016,78,0,0,0,0,14
ABMI-939-NE_2018,78,0,0,23,28,31
ABMI-939-NW_2018,78,0,0,23,28,31
ABMI-939-SE_2018,78,0,0,23,28,31
ABMI-939-SW_2018,78,0,0,23,28,31
ABMI-93-NE_2016,78,0,0,0,0,14
ABMI-93-NW_2016,78,0,0,0,0,14
ABMI-93-SE_2016,78,0,0,0,0,14
ABMI-93-SW_2016,78,0,0,0,0,14
ABMI-940-NE_2018,78,0,0,24,28,31
ABMI-940-NW_2018,78,0,0,24,28,31
ABMI-940-SE_2018,78,0,0,24,28,31
ABMI-940-SW_2018,78,0,0,24,28,31
ABMI-953-NE_2018,78,0,0,9,28,31
ABMI-953-SW_2018,0,0,0,9,11,0
ABMI-954-NE_2018,78,0,0,6,28,31
ABMI-954-SW_2018,78,0,0,6,28,31
ABMI-955-NE_2018,78,0,0,6,28,31
ABMI-955-SW_2018,78,0,0,6,28,31
ABMI-956-NE_2016,78,0,0,0,12,31
ABMI-956-NW_2016,78,0,0,0,12,31
ABMI-956-SE_2016,78,0,0,0,12,31
ABMI-956-SW_2016,78,0,0,0,12,31
ABMI-957-NE_2016,78,0,0,0,12,31
ABMI-957-NW_2016,78,0,0,0,12,31
ABMI-957-SE_2016,65,0,0,0,12,31
ABMI-957-SW_2016,78,0,0,0,12,31
ABMI-958-NE_2016,78,0,0,0,8,31
ABMI-958-NW_2016,78,0,0,0,9,31
ABMI-958-SE_2016,78,0,0,0,8,31
ABMI-958-SW_2016,78,0,0,0,9,31
ABMI-989-NE_2015,78,0,0,0,5,31
ABMI-989-NE-b_2015,16,0,0,0,0,0
ABMI-989-NW_2015,78,0,0,0,5,31
ABMI-989-SE_2015,51,0,0,0,5,31
ABMI-989-SE-b_2015,16,0,0,0,0,0
ABMI-989-SW_2015,78,0,0,0,5,31
ABMI-990-NE_2015,78,0,0,0,5,31
ABMI-990-NE-b_2015,52,0,0,0,0,0
ABMI-990-NW_2015,78,0,0,0,5,31
ABMI-990-SW_2015,78,0,0,0,5,31
ABMI-991-NE_2015,78,0,0,0,6,31
ABMI-991-NW_2015,78,0,0,0,6,31
ABMI-991-SE_2015,78,0,0,0,6,31
ABMI-991-SW_2015,78,0,0,0,6,31
ABMI-992-NE_2017,78,0,0,0,14,31
ABMI-992-NW_2017,0,0,0,0,15,30
ABMI-992-SE_2017,78,0,0,0,14,31
ABMI-992-SW_2017,78,0,0,0,15,31
ABMI-993-NE_2017,78,0,0,0,14,31
ABMI-993-NW_2017,78,0,0,0,14,31
ABMI-993-SE_2017,78,0,0,0,14,31
ABMI-993-SW_2017,78,0,0,0,14,31
ABMI-994-NE_2017,78,0,0,0,13,31
ABMI-994-NW_2017,78,0,0,0,13,31
ABMI-994-SE_2017,78,0,0,0,13,31
ABMI-994-SW_2017,78,0,0,0,13,31
ABMI-W1281-CCL_2018,78,0,0,0,3,31
ABMI-W1282-CCL_2018,78,0,0,0,3,31
ABMI-W1283-CCL_2018,78,0,0,0,3,31
ABMI-W1309-CCL_2018,78,0,0,0,3,31
ABMI-W1310-CCL_2018,78,0,0,0,3,31
ABMI-W1311-CCL_2018,77,0,0,0,3,31
ABMI-W1338-CCL_2018,78,0,0,0,4,31
ABMI-W1339-CCL_2018,78,0,0,0,4,31
ABMI-W1340-CCL_2018,21,0,0,0,4,31
ABMI-W1360-CCL_2018,47,0,0,0,9,31
ABMI-W1361-CCL_2018,78,0,0,0,9,31
ABMI-W1384-CCL_2018,49,0,0,0,8,31
ABMI-W1385-CCL_2018,78,0,0,0,9,31
ABMI-W1408-CCL_2018,78,0,0,0,8,31
ABMI-W1410-CCL_2018,78,0,0,0,8,31
ABMI-W1431-CL_2018,66,0,0,0,10,31
ABMI-W1432-CCL_2018,78,0,0,0,10,31
ABMI-W1433-CCL_2018,27,0,0,0,10,31
ABMI-W1440-CL_2018,78,0,0,0,9,31
ABMI-W1441-CCL_2018,78,0,0,0,8,31
ABMI-W1442-CCL_2018,78,0,0,0,7,31
ABMI-W1453-CCL_2018,78,0,0,0,10,31
ABMI-W1455-CL_2018,22,0,0,0,0,5
ABMI-W1462-CL_2018,16,0,0,0,6,31
ABMI-W1463-CCL_2018,78,0,0,0,4,31
ABMI-W1464-CL_2018,73,0,0,0,5,31
ABMI-W1474-CCL_2018,78,0,0,0,0,5
ABMI-W1497-CL_2018,78,0,0,0,12,31
ABMI-W1498-CCL_2018,78,0,0,0,11,31
ABMI-W1499-CCL_2018,23,0,0,0,11,31
ABMI-W1516-CCL_2018,78,0,0,0,12,31
ABMI-W1517-CL_2018,18,0,0,0,12,31
ABMI-W1535-CCL_2018,59,0,0,0,13,31
ABMI-W1536-CCL_2018,78,0,0,0,13,31
ABMI-W1537-CCL_2018,78,0,0,0,12,31
ABMI-W1562-CL_2018,78,0,0,0,8,31
ABMI-W1579-CL_2018,78,0,0,0,6,31
ABMI-W1580-CL_2018,70,0,0,0,9,31
ABMI-W1597-CCL_2018,27,0,0,0,7,31
ABMI-W1607-CL_2018,78,0,0,0,13,31
ABMI-W1608-CL_2018,78,0,0,0,14,31
ABMI-W1609-CL_2018,58,0,0,0,15,31
ABMI-W1624-CCL_2018,78,0,0,0,15,31
ABMI-W1625-CCL_2018,75,0,0,0,14,31
ABMI-W1626-CCL_2018,12,0,0,0,14,31
ABMI-W1641-CCL_2018,78,0,0,0,16,31
ABMI-W1642-CL_2018,78,0,0,0,15,31
ABMI-W1643-CCL_2018,10,0,0,0,15,31
ABMI-W19-CCL_2018,78,3,31,31,28,31
ABMI-W20-CL_2018,78,3,31,31,28,31
ABMI-W213-CL_2018,78,1,31,31,28,31
ABMI-W237-CCL_2018,78,1,31,31,28,31
ABMI-W238-CL_2018,78,1,31,31,28,31
ABMI-W239-CCL_2018,78,1,31,31,28,31
ABMI-W267-CCL_2018,78,1,31,31,28,31
ABMI-W268-CL_2018,78,0,30,31,28,31
ABMI-W269-CL_2018,28,0,29,31,28,31
ABMI-W297-CL_2018,37,0,30,31,28,31
ABMI-W298-CCL_2018,78,4,31,31,28,31
ABMI-W299-CCL_2018,78,4,31,31,28,31
ABMI-W38-CCL_2018,42,2,31,31,28,31
ABMI-W39-CL_2018,78,2,31,31,28,31
ABMI-W418-CL_2018,49,0,0,23,28,31
ABMI-W419-CL_2018,78,0,0,23,28,31
ABMI-W420-CL_2018,78,0,0,22,28,31
ABMI-W449-CL_2018,78,0,0,22,28,31
ABMI-W450-CL_2018,78,0,0,22,28,31
ABMI-W478-CCL_2018,22,0,0,20,28,31
ABMI-W479-CL_2018,78,0,0,0,15,31
ABMI-W605-CL_2018,78,0,0,4,28,31
ABMI-W606-CCL_2018,15,0,0,0,11,31
ABMI-W607-CCL_2018,78,0,0,3,28,31
ABMI-W637-CCL_2018,0,0,0,5,28,22
ABMI-W638-CL_2018,78,0,0,4,28,31
ABMI-W639-CL_2018,78,0,0,0,11,31
ABMI-W669-CCL_2018,78,0,0,0,11,31
ABMI-W670-CCL_2018,78,0,0,0,11,31
ABMI-W671-CCL_2018,78,0,0,0,11,31
ABMI-W679-CCL_2018,23,0,0,9,28,31
ABMI-W680-CL_2018,52,0,0,4,28,31
ABMI-W681-CCL_2018,25,0,0,9,28,31
ABMI-W694-CL_2018,78,0,0,0,12,31
ABMI-W695-CL_2018,33,0,0,0,12,31
ABMI-W696-CL_2018,23,0,0,7,28,31
ABMI-W710-CCL_2018,35,0,0,7,28,31
ABMI-W711-CCL_2018,78,0,0,6,28,31
ABMI-W712-CCL_2018,78,0,0,8,28,31
ABMI-W725-CCL_2018,78,0,0,0,17,31
ABMI-W726-CCL_2018,78,0,0,0,12,31
ABMI-W727-CL_2018,78,0,0,7,28,31
ABMI-W741-CCL_2018,78,0,0,6,28,31
ABMI-W742-CL_2018,48,0,0,5,28,31
ABMI-W743-CCL_2018,78,0,0,6,28,31
ABMI-W756-CCL_2018,78,0,0,0,10,31
ABMI-W757-CCL_2018,48,0,0,0,16,31
ABMI-W758-CL_2018,78,0,0,9,28,31
ABMI-W7-CCL_2018,78,2,31,31,28,31
ABMI-W829-CCL_2018,22,0,0,4,28,31
ABMI-W861-CCL_2018,26,0,0,2,28,31
ABMI-W862-CL_2018,27,0,0,3,28,31
ABMI-W887-CCL_2018,28,0,0,0,0,11
ABMI-W888-CCL_2018,21,0,0,0,0,26
ABMI-W889-CCL_2018,68,0,0,8,28,31
ABMI-W8-CCL_2018,78,3,31,31,28,31
ABMI-W920-CCL_2018,78,0,0,9,28,31
ABMI-W921-CCL_2018,20,0,0,0,0,25
ABMI-W922-CCL_2018,31,0,0,5,28,31
ABMI-W953-CCL_2018,34,0,0,10,28,31
ABMI-W954-CL_2018,24,0,0,5,28,31
ABMI-W955-CCL_2018,78,0,0,7,28,31
CAL100_2017,53,0,0,0,0,20
CAL100_2018,78,30,31,25,26,31
CAL76_2017,78,0,0,0,0,2
CAL76_2018,78,30,31,23,27,31
CAL77_2017,78,0,0,0,0,1
CAL77_2018,78,30,31,26,28,31
CAL78_2017,78,30,31,30,0,1
CAL78_2018,78,30,31,26,28,31
CAL79_2017,78,30,26,0,0,21
CAL79_2018,78,30,31,28,28,31
CAL80_2017,78,30,31,31,2,2
CAL80_2018,78,30,31,23,27,31
CAL81_2017,78,30,31,31,1,2
CAL82_2017,11,0,0,0,0,0
CAL82_2018,78,30,31,29,28,31
CAL83_2017,0,0,0,0,0,3
CAL83_2018,78,27,31,27,28,31
CAL84_2017,78,30,22,0,0,22
CAL84_2018,78,30,31,28,25,31
CAL85_2017,78,30,31,30,0,2
CAL85_2018,78,30,31,27,28,31
CAL86_2017,78,0,0,0,0,20
CAL86_2018,78,30,31,25,26,31
CAL87_2017,78,30,24,0,0,21
CAL87_2018,78,30,31,27,28,31
CAL88_2017,78,30,27,0,0,21
CAL88_2018,78,30,31,28,28,31
CAL89_2017,78,30,7,0,0,2
CAL89_2018,78,30,31,23,27,31
CAL90_2017,78,26,0,0,0,21
CAL90_2018,78,30,31,27,28,31
CAL91_2017,78,30,25,0,0,21
CAL91_2018,78,30,31,27,28,31
CAL92_2017,78,30,27,0,0,20
CAL92_2018,78,30,31,27,26,31
CAL93_2017,78,30,31,31,2,2
CAL93_2018,78,30,31,23,27,31
CAL94_2017,78,30,24,0,0,2
CAL95_2017,78,30,31,29,0,22
CAL95_2018,0,0,0,0,25,1
CAL96_2018,0,0,0,1,28,26
CAL97_2017,78,30,31,30,0,20
CAL97_2018,61,0,0,2,28,31
CAL98_2017,78,30,23,0,0,20
CAL98_2018,78,30,31,25,26,31
CAL99_2018,0,0,0,2,18,0
CHR101_2017,78,30,31,6,0,25
CHR101_2018,78,0,0,26,28,31
CHR102_2017,78,30,31,9,0,23
CHR102_2018,78,0,0,23,28,31
CHR103_2017,78,30,31,7,0,24
CHR103_2018,78,0,0,25,28,31
CHR104_2017,78,30,31,7,0,23
CHR104_2018,78,0,0,25,28,31
CHR105_2017,56,0,0,0,0,26
CHR105_2018,0,0,0,2,0,0
CHR106_2017,78,30,31,6,0,25
CHR106_2018,78,0,0,26,28,31
CHR107_2017,78,30,31,5,0,25
CHR107_2018,0,0,0,27,28,30
CHR108_2017,78,30,31,7,0,25
CHR108_2018,78,0,0,25,28,31
CHR109_2017,78,6,0,0,0,26
CHR109_2018,78,0,0,26,28,31
CHR110_2017,54,0,0,0,0,23
CHR110_2018,0,0,0,1,0,0
CHR111_2017,78,30,31,8,0,24
CHR111_2018,78,0,0,24,28,31
CHR112_2017,78,30,31,6,0,26
CHR112_2018,78,0,0,26,28,31
CHR113_2017,78,0,0,0,0,25
CHR113_2018,78,0,0,25,28,31
CHR114_2017,78,30,31,9,0,23
CHR114_2018,78,0,0,23,28,31
CHR115_2017,78,30,31,5,0,25
CHR115_2018,78,0,0,27,28,31
CHR116_2017,78,30,31,6,0,26
CHR116_2018,78,0,0,26,28,31
CHR117_2017,78,30,31,9,0,24
CHR117_2018,78,0,0,23,28,31
CHR118_2017,78,30,31,8,0,23
CHR118_2018,78,0,0,24,28,31
CHR119_2017,43,0,0,0,0,23
CHR119_2018,0,0,0,22,11,0
CHR120_2017,78,30,31,5,0,26
CHR120_2018,78,0,0,27,28,31
CHR121_2017,78,25,0,0,0,25
CHR121_2018,78,0,0,27,28,31
CHR122_2017,78,0,0,0,0,24
CHR122_2018,78,0,0,24,28,31
CHR123_2017,78,30,31,10,0,24
CHR123_2018,78,0,0,22,28,31
CHR124_2017,78,30,19,0,0,24
CHR124_2018,78,0,0,25,28,31
DEW1_2018,21,26,31,31,28,31
DEW10_2018,78,30,31,31,28,31
DEW12_2018,78,30,31,31,28,31
DEW13_2018,78,30,31,31,28,31
DEW14_2018,78,30,31,31,28,31
DEW15_2018,78,30,31,31,28,31
DEW16_2018,78,30,31,31,28,31
DEW17_2018,78,30,31,31,28,31
DEW18_2018,0,0,0,0,0,0
DEW19_2018,78,30,31,31,28,31
DEW2_2018,0,0,0,0,0,0
DEW20_2018,78,30,31,31,28,31
DEW21_2018,0,0,3,2,0,0
DEW22_2018,0,0,0,0,0,0
DEW23_2018,72,30,31,31,28,31
DEW24_2018,78,30,31,31,28,31
DEW25_2018,78,30,31,31,28,31
DEW3_2018,78,30,31,31,28,31
DEW4_2018,78,30,31,31,28,31
DEW5_2018,78,30,31,31,28,31
DEW6_2018,37,30,31,31,28,31
DEW7_2018,78,30,31,31,28,31
DEW9_2018,78,30,31,31,28,31
FMM1_2017,78,30,31,2,2,31
FMM1_2018,78,30,31,56,50,31
FMM10_2017,78,30,7,0,4,31
FMM10_2018,78,30,31,48,49,31
FMM11_2017,78,30,17,0,2,31
FMM11_2018,78,0,0,25,28,31
FMM12_2017,68,0,0,0,2,31
FMM12_2018,78,30,31,54,49,31
FMM13_2017,78,30,31,5,5,31
FMM13_2018,61,30,31,58,52,31
FMM14_2017,78,0,0,0,2,31
FMM14_2018,78,30,31,56,49,31
FMM15_2017,78,30,31,5,3,31
FMM15_2018,78,30,31,58,53,31
FMM16_2017,78,30,31,9,4,31
FMM16_2018,78,30,31,47,49,31
FMM17_2017,78,0,0,0,4,31
FMM17_2018,78,30,31,41,28,31
FMM18_2017,78,0,0,0,2,31
FMM18_2018,78,30,31,55,50,31
FMM19_2017,78,30,31,8,2,31
FMM19_2018,78,30,31,55,51,31
FMM2_2017,78,30,31,8,1,31
FMM2_2018,78,30,29,24,28,31
FMM20_2017,78,30,31,16,4,31
FMM20_2018,78,30,31,47,49,31
FMM21_2017,78,30,31,6,4,31
FMM21_2018,78,30,31,57,53,31
FMM22_2017,0,0,0,0,3,0
FMM22_2018,78,30,31,57,52,31
FMM23_2017,78,30,27,0,1,31
FMM23_2018,78,30,31,59,50,31
FMM24_2017,78,11,0,0,1,31
FMM24_2018,78,30,31,54,49,31
FMM25_2017,78,11,0,0,2,31
FMM25_2018,78,30,31,54,50,31
FMM3_2017,78,30,18,0,4,31
FMM3_2018,78,30,31,57,49,31
FMM4_2017,78,30,31,5,1,31
FMM4_2018,0,0,0,2,0,0
