deployment,year,Lure
ABMI-1510-NW,2015,n
ABMI-1510-SE,2015,n
ABMI-1510-SW,2015,y
ABMI-1511-NE,2015,y
ABMI-1511-NW,2015,n
ABMI-1511-SE,2015,n
ABMI-1511-SW,2015,y
ABMI-1512-NE,2015,y
ABMI-1512-NW,2015,n
ABMI-1512-SE,2015,n
ABMI-1512-SW,2015,y
ABMI-1513-NE,2017,n
ABMI-1513-NW,2017,n
ABMI-1513-NW-b,2017,n
ABMI-1513-SE,2017,y
ABMI-1513-SW,2017,y
ABMI-1514-NE,2017,y
ABMI-1514-NW,2017,n
ABMI-1514-SE,2017,n
ABMI-1514-SW,2017,y
ABMI-1515-NE,2017,y
ABMI-1515-NW,2017,n
ABMI-1515-SE,2017,n
ABMI-1515-SW,2017,y
ABMI-1516-NE,2018,y
ABMI-1516-SW,2018,n
ABMI-1517-NE,2018,y
ABMI-1517-SW,2018,n
ABMI-1519-NE,2016,y
ABMI-1519-NW,2016,n
ABMI-1519-SE,2016,n
ABMI-1519-SW,2016,y
ABMI-1520-NE,2016,n
ABMI-1520-NW,2016,n
ABMI-1520-SE,2016,y
ABMI-1520-SW,2016,y
ABMI-1521-NE,2016,y
ABMI-1521-NW,2016,n
ABMI-1521-SE,2016,y
ABMI-1521-SW,2016,n
ABMI-1525B-NE,2015,y
ABMI-1525B-NW,2015,n
ABMI-1525B-SE,2015,n
ABMI-1525B-SW,2015,y
ABMI-1526-NE,2015,y
ABMI-1526-NW,2015,n
ABMI-1526-SE,2015,n
ABMI-1526-SW,2015,y
ABMI-1529-NE,2015,y
ABMI-1529-NW,2015,n
ABMI-1529-SE,2015,n
ABMI-1529-SW,2015,y
ABMI-1530-NE,2015,y
ABMI-1530-NW,2015,n
ABMI-1530-SE,2015,n
ABMI-1530-SW,2015,y
ABMI-1531-NE,2015,n
ABMI-1531-NW,2015,n
ABMI-1531-SE,2015,y
ABMI-1531-SW,2015,y
ABMI-1532-NE,2017,y
ABMI-1532-NW,2017,y
ABMI-1532-SE,2017,n
ABMI-1532-SW,2017,n
ABMI-1533-NE,2017,n
ABMI-1533-NW,2017,y
ABMI-1533-SE,2017,n
ABMI-1533-SW,2017,y
ABMI-1534-NE,2017,y
ABMI-1534-NW,2017,y
ABMI-1534-SE,2017,n
ABMI-1534-SW,2017,n
ABMI-1535-NE,2018,y
ABMI-1535-SW,2018,n
ABMI-1536-NE,2018,y
ABMI-1536-SW,2018,n
ABMI-1537-NE,2018,y
ABMI-1537-SW,2018,n
ABMI-1538-NE,2016,y
ABMI-1538-NW,2016,n
ABMI-1538-SE,2016,n
ABMI-1538-SW,2016,y
ABMI-1539-NE,2016,y
ABMI-1539-NW,2016,n
ABMI-1539-SE,2016,n
ABMI-1539-SW,2016,y
ABMI-1540-NE,2016,y
ABMI-1540-NW,2016,n
ABMI-1540-SE,2016,n
ABMI-1540-SW,2016,y
ABMI-1544-NE,2015,y
ABMI-1544-NW,2015,n
ABMI-1544-SE,2015,n
ABMI-1544-SW,2015,y
ABMI-1545-NE,2015,y
ABMI-1545-NW,2015,n
ABMI-1545-SE,2015,n
ABMI-1545-SW,2015,y
ABMI-1546-NE,2017,y
ABMI-1546-NW,2017,n
ABMI-1546-SE,2017,n
ABMI-1546-SW,2017,y
ABMI-1547-NE,2018,NA
ABMI-1547-NW,2018,n
ABMI-1547-SE,2018,NA
ABMI-1547-SW,2018,y
ABMI-154-NE,2017,y
ABMI-154-NW,2017,n
ABMI-154-SE,2017,n
ABMI-154-SW,2017,y
ABMI-1550-NE,2016,y
ABMI-1550-NW,2016,n
ABMI-1550-SE,2016,n
ABMI-1550-SW,2016,y
ABMI-1551-NE,2016,y
ABMI-1551-NW,2016,n
ABMI-1551-SE,2016,n
ABMI-1551-SW,2016,y
ABMI-1552-NE,2016,y
ABMI-1552-NW,2016,n
ABMI-1552-SE,2016,n
ABMI-1552-SW,2016,y
ABMI-1556-NE,2015,y
ABMI-1556-NW,2015,n
ABMI-1556-SE,2015,n
ABMI-1556-SW,2015,y
ABMI-1557-NE,2015,y
ABMI-1557-NW,2015,n
ABMI-1557-SE,2015,n
ABMI-1557-SW,2015,y
ABMI-1558-NE,2015,y
ABMI-1558-NW,2015,n
ABMI-1558-SE,2015,n
ABMI-1558-SW,2015,y
ABMI-1559-NE,2017,y
ABMI-1559-NW,2017,n
ABMI-1559-SE,2017,n
ABMI-1559-SW,2017,y
ABMI-1560-NE,2017,y
ABMI-1560-NW,2017,n
ABMI-1560-SE,2017,n
ABMI-1560-SW,2017,y
ABMI-1562-NE,2018,y
ABMI-1562-SW,2018,n
ABMI-1564-NE,2018,y
ABMI-1564-NW,2018,n
ABMI-1564-SE,2018,n
ABMI-1564-SW,2018,y
ABMI-1565-NE,2018,y
ABMI-1565-NW,2018,n
ABMI-1565-SE,2018,n
ABMI-1565-SW,2018,y
ABMI-1566-NE,2018,y
ABMI-1566-NW,2018,n
ABMI-1566-SE,2018,n
ABMI-1566-SW,2018,y
ABMI-1567-NE,2016,y
ABMI-1567-NW,2016,n
ABMI-1567-SE,2016,n
ABMI-1567-SW,2016,y
ABMI-1568-NE,2016,n
ABMI-1568-NW,2016,n
ABMI-1568-SE,2016,y
ABMI-1568-SW,2016,y
ABMI-1569-NE,2016,y
ABMI-1569-NW,2016,n
ABMI-1569-SE,2016,n
ABMI-1569-SW,2016,y
ABMI-1573-NE,2015,y
ABMI-1573-NW,2015,n
ABMI-1573-SE,2015,y
ABMI-1573-SW,2015,n
ABMI-1574-NE,2015,y
ABMI-1574-NW,2015,n
ABMI-1574-SE,2015,n
ABMI-1574-SW,2015,y
ABMI-1575-NE,2015,y
ABMI-1575-NW,2015,n
ABMI-1575-SE,2015,n
ABMI-1575-SW,2015,y
ABMI-1576-NE,2017,y
ABMI-1576-NW,2017,n
ABMI-1576-SE,2017,n
ABMI-1576-SW,2017,y
ABMI-1577B-NE,2017,y
ABMI-1577B-NW,2017,n
ABMI-1577B-SE,2017,n
ABMI-1577B-SW,2017,y
ABMI-1577-NE,2017,y
ABMI-1577-NW,2017,n
ABMI-1577-SE,2017,n
ABMI-1577-SW,2017,y
ABMI-1578-NE,2017,y
ABMI-1578-NW,2017,n
ABMI-1578-SE,2017,n
ABMI-1578-SW,2017,y
ABMI-1579-NE,2017,y
ABMI-1579-NE,2018,y
ABMI-1579-NW,2017,n
ABMI-1579-SE,2017,n
ABMI-1579-SW,2017,y
ABMI-1579-SW,2018,y
ABMI-1580-NE,2018,y
ABMI-1580-SW,2018,n
ABMI-1581-NE,2018,y
ABMI-1581-NW,2018,n
ABMI-1581-SE,2018,n
ABMI-1581-SW,2018,y
ABMI-1584-NE,2016,y
ABMI-1584-NW,2016,n
ABMI-1584-SE,2016,n
ABMI-1584-SW,2016,y
ABMI-1585-NE,2016,y
ABMI-1585-NW,2016,n
ABMI-1585-SE,2016,n
ABMI-1585-SW,2016,y
ABMI-1586-NE,2016,y
ABMI-1586-NW,2016,n
ABMI-1586-SE,2016,y
ABMI-1586-SW,2016,n
ABMI-1590-NE,2015,y
ABMI-1590-NW,2015,n
ABMI-1590-SE,2015,n
ABMI-1590-SW,2015,y
ABMI-1591-NE,2015,y
ABMI-1591-NW,2015,n
ABMI-1591-SE,2015,n
ABMI-1591-SW,2015,y
ABMI-1592-NE,2015,n
ABMI-1592-NW,2015,n
ABMI-1592-SW,2015,y
ABMI-1593-NE,2017,y
ABMI-1593-NW,2017,n
ABMI-1593-SE,2017,n
ABMI-1593-SW,2017,y
ABMI-1594-NE,2017,y
ABMI-1594-NW,2017,n
ABMI-1594-SE,2017,n
ABMI-1594-SW,2017,y
ABMI-1595-NE,2016,y
ABMI-1595-NW,2016,n
ABMI-1595-SE,2016,n
ABMI-1595-SW,2016,y
ABMI-1596-NE,2018,y
ABMI-1596-NW,2018,n
ABMI-1596-SE,2018,n
ABMI-1596-SW,2018,y
ABMI-1597-NE,2017,y
ABMI-1597-NE,2018,y
ABMI-1597-NW,2017,n
ABMI-1597-SE,2017,n
ABMI-1597-SW,2017,y
ABMI-1597-SW,2018,y
ABMI-1598-NE,2018,y
ABMI-1598-NW,2018,n
ABMI-1598-SE,2018,n
ABMI-1598-SW,2018,y
ABMI-15-NE,2015,y
ABMI-15-NW,2015,n
ABMI-15-SE,2015,n
ABMI-15-SW,2015,y
ABMI-1601-NE,2015,y
ABMI-1601-NW,2015,n
ABMI-1601-SE,2015,n
ABMI-1601-SW,2015,y
ABMI-1602-NE,2015,y
ABMI-1602-NW,2015,n
ABMI-1602-SE,2015,n
ABMI-1602-SW,2015,y
ABMI-1603-NE,2015,n
ABMI-1603-NW,2015,n
ABMI-1603-SE,2015,n
ABMI-1603-SW,2015,y
ABMI-1604-NE,2017,y
ABMI-1604-NW,2017,n
ABMI-1604-SE,2017,n
ABMI-1604-SW,2017,y
ABMI-1605-NE,2017,y
ABMI-1605-NW,2017,n
ABMI-1605-SE,2017,n
ABMI-1605-SW,2017,y
ABMI-1606-NE,2017,n
ABMI-1606-NW,2017,n
ABMI-1606-SE,2017,y
ABMI-1606-SW,2017,y
ABMI-1607-NE,2018,y
ABMI-1607-SW,2018,n
ABMI-1608-NE,2018,y
ABMI-1608-SW,2018,n
ABMI-1609-NE,2018,NA
ABMI-1609-SW,2018,n
ABMI-1610-NE,2016,y
ABMI-1610-NW,2016,n
ABMI-1610-SE,2016,y
ABMI-1610-SW,2016,n
ABMI-1611-NE,2016,y
ABMI-1611-NW,2016,n
ABMI-1611-SE,2016,n
ABMI-1611-SW,2016,y
ABMI-1612B-NE,2016,y
ABMI-1612B-NW,2016,n
ABMI-1612B-SE,2016,n
ABMI-1612B-SW,2016,y
ABMI-1618-NE,2015,y
ABMI-1618-NW,2015,n
ABMI-1618-SE,2015,n
ABMI-1618-SW,2015,y
ABMI-1620-NE,2015,y
ABMI-1620-NW,2015,n
ABMI-1620-SE,2015,n
ABMI-1620-SW,2015,y
ABMI-1621-NE,2017,y
ABMI-1621-NW,2017,n
ABMI-1621-SE,2017,n
ABMI-1621-SW,2017,y
ABMI-1622-NE,2017,y
ABMI-1622-NW,2017,n
ABMI-1622-SE,2017,n
ABMI-1622-SW,2017,y
ABMI-1623-NE,2017,y
ABMI-1623-NW,2017,n
ABMI-1623-SE,2017,n
ABMI-1623-SW,2017,y
ABMI-1624-NE,2018,y
ABMI-1624-SW,2018,n
ABMI-1625-NE,2018,y
ABMI-1625-SW,2018,n
ABMI-1626-NE,2018,y
ABMI-1626-SW,2018,n
ABMI-1627B-NE,2016,y
ABMI-1627B-NW,2016,n
ABMI-1627B-SE,2016,n
ABMI-1627B-SW,2016,y
ABMI-1628-NE,2016,y
ABMI-1628-NW,2016,n
ABMI-1628-SE,2016,n
ABMI-1628-SW,2016,y
ABMI-1629-NE,2016,y
ABMI-1629-NW,2016,n
ABMI-1629-SE,2016,n
ABMI-1629-SW,2016,y
ABMI-1635-NE,2015,n
ABMI-1635-NW,2015,y
ABMI-1635-SE,2015,n
ABMI-1635-SW,2015,y
ABMI-1636-NE,2015,n
ABMI-1636-NW,2015,n
ABMI-1636-SE,2015,n
ABMI-1636-SW,2015,y
ABMI-1637-NE,2015,y
ABMI-1637-NW,2015,n
ABMI-1637-SE,2015,n
ABMI-1637-SW,2015,y
ABMI-1638-NE,2017,y
ABMI-1638-NW,2017,n
ABMI-1638-SE,2017,n
ABMI-1638-SW,2017,NA
ABMI-1639-NE,2017,y
ABMI-1639-NW,2017,n
ABMI-1639-SE,2017,n
ABMI-1639-SW,2017,y
ABMI-1640-NE,2017,y
ABMI-1640-NW,2017,n
ABMI-1640-SE,2017,n
ABMI-1640-SW,2017,y
ABMI-1641-NE,2018,y
ABMI-1641-SW,2018,NA
ABMI-1642-NE,2018,y
ABMI-1642-SW,2018,n
ABMI-1643-NE,2018,y
ABMI-1643-SW,2018,n
ABMI-1644-NE,2016,y
ABMI-1644-NW,2016,n
ABMI-1644-SE,2016,n
ABMI-1644-SW,2016,y
ABMI-1645-NE,2016,y
ABMI-1645-NW,2016,n
ABMI-1645-SE,2016,n
ABMI-1645-SW,2016,y
ABMI-1647-NE,2017,y
ABMI-1647-NW,2017,n
ABMI-1647-SE,2017,n
ABMI-1647-SW,2017,y
ABMI-1648-NE,2018,y
ABMI-1648-NW,2018,n
ABMI-1648-SE,2018,n
ABMI-1648-SW,2018,NA
ABMI-1649-NE,2018,y
ABMI-1649-NW,2018,n
ABMI-1649-SE,2018,n
ABMI-1649-SW,2018,y
ABMI-1650-NE,2018,y
ABMI-1650-NW,2018,n
ABMI-1650-SE,2018,n
ABMI-1650-SW,2018,y
ABMI-1651-NE,2016,y
ABMI-1651-NW,2016,n
ABMI-1651-SE,2016,n
ABMI-1651-SW,2016,y
ABMI-1652-NE,2016,y
ABMI-1652-NW,2016,n
ABMI-1652-SE,2016,n
ABMI-1652-SW,2016,y
ABMI-1653-NE,2016,y
ABMI-1653-NW,2016,n
ABMI-1653-SE,2016,n
ABMI-1653-SW,2016,y
ABMI-1656-NE,2018,NA
ABMI-1656-NW,2018,NA
ABMI-1656-SE,2018,n
ABMI-1656-SW,2018,y
ABMI-16-NE,2017,y
ABMI-16-NW,2017,n
ABMI-16-SE,2017,n
ABMI-16-SW,2017,y
ABMI-17-NE,2017,y
ABMI-17-NW,2017,n
ABMI-17-SE,2017,n
ABMI-17-SW,2017,y
ABMI-181-NE,2017,y
ABMI-181-NW,2017,n
ABMI-181-SE,2017,n
ABMI-181-SW,2017,y
ABMI-182-NE,2017,y
ABMI-182-NW,2017,n
ABMI-182-SE,2017,n
ABMI-182-SW,2017,y
ABMI-183-NE,2017,y
ABMI-183-NW,2017,n
ABMI-183-SE,2017,n
ABMI-183-SW,2017,y
ABMI-187-NE,2018,n
ABMI-187-NW,2018,n
ABMI-187-SE,2018,n
ABMI-187-SW,2018,n
ABMI-18-NE,2017,y
ABMI-18-NW,2017,n
ABMI-18-SE,2017,n
ABMI-18-SW,2017,y
ABMI-19-NE,2018,n
ABMI-19-SW,2018,y
ABMI-1-NE,2015,y
ABMI-1-NW,2015,n
ABMI-1-SE,2015,n
ABMI-1-SW,2015,y
ABMI-210-NE,2017,y
ABMI-210-NW,2017,n
ABMI-210-SE,2017,n
ABMI-210-SW,2017,y
ABMI-211-NE,2017,y
ABMI-211-NW,2017,n
ABMI-211-SE,2017,n
ABMI-211-SW,2017,y
ABMI-212-NE,2017,y
ABMI-212-NW,2017,n
ABMI-212-SE,2017,n
ABMI-212-SW,2017,y
ABMI-213-NE,2018,n
ABMI-213-SW,2018,y
ABMI-234-NE,2016,n
ABMI-234-NW,2016,n
ABMI-234-SE,2015,n
ABMI-234-SE,2016,n
ABMI-234-SW,2016,y
ABMI-235-NE,2015,y
ABMI-235-NE,2016,y
ABMI-235-NW,2015,n
ABMI-235-NW,2016,n
ABMI-235-SE,2015,n
ABMI-235-SE,2016,n
ABMI-235-SW,2015,y
ABMI-235-SW,2016,y
ABMI-236-NE,2015,y
ABMI-236-NE,2016,y
ABMI-236-NW,2015,n
ABMI-236-NW,2016,n
ABMI-236-SE,2015,n
ABMI-236-SE,2016,n
ABMI-236-SW,2015,y
ABMI-236-SW,2016,y
ABMI-238-NE,2018,n
ABMI-238-SW,2018,y
ABMI-239-NE,2018,n
ABMI-239-SW,2018,y
ABMI-240-NE,2016,y
ABMI-240-NW,2016,n
ABMI-240-SE,2016,n
ABMI-240-SW,2016,y
ABMI-241-NE,2016,y
ABMI-241-NW,2016,n
ABMI-241-SE,2016,n
ABMI-241-SW,2016,y
ABMI-242-NE,2016,y
ABMI-242-NW,2016,n
ABMI-242-SE,2016,n
ABMI-242-SW,2016,y
ABMI-264-NE,2015,y
ABMI-264-NE,2016,y
ABMI-264-NW,2015,n
ABMI-264-NW,2016,n
ABMI-264-SE,2015,n
ABMI-264-SE,2016,n
ABMI-264-SW,2015,y
ABMI-264-SW,2016,y
ABMI-265-NE,2015,y
ABMI-265-NE,2016,y
ABMI-265-NW,2015,n
ABMI-265-NW,2016,n
ABMI-265-SE,2015,n
ABMI-265-SE,2016,n
ABMI-265-SW,2015,y
ABMI-265-SW,2016,y
ABMI-266-NE,2015,y
ABMI-266-NE,2016,y
ABMI-266-NW,2015,n
ABMI-266-NW,2016,n
ABMI-266-SE,2015,n
ABMI-266-SE,2016,n
ABMI-266-SW,2015,y
ABMI-266-SW,2016,y
ABMI-267-NE,2018,n
ABMI-267-SW,2018,y
ABMI-268-NE,2018,n
ABMI-268-SW,2018,y
ABMI-269-NE,2018,n
ABMI-269-SW,2018,y
ABMI-270-NE,2016,y
ABMI-270-NW,2016,n
ABMI-270-SE,2016,n
ABMI-270-SW,2016,y
ABMI-271-NE,2016,y
ABMI-271-NW,2016,n
ABMI-271-SE,2016,n
ABMI-271-SW,2016,y
ABMI-272-NE,2016,y
ABMI-272-NW,2016,n
ABMI-272-SE,2016,n
ABMI-272-SW,2016,y
ABMI-277-NE,2018,n
ABMI-277-NW,2018,n
ABMI-277-SE,2018,n
ABMI-277-SW,2018,n
ABMI-294-NE,2015,y
ABMI-294-NE,2016,y
ABMI-294-NW,2015,n
ABMI-294-NW,2016,n
ABMI-294-SE,2015,n
ABMI-294-SE,2016,n
ABMI-294-SW,2015,y
ABMI-294-SW,2016,y
ABMI-295-NE,2015,y
ABMI-295-NE,2016,y
ABMI-295-NW,2015,n
ABMI-295-NW,2016,n
ABMI-295-SE,2015,n
ABMI-295-SE,2016,n
ABMI-295-SW,2015,y
ABMI-295-SW,2016,y
ABMI-296-NE,2015,y
ABMI-296-NE,2016,y
ABMI-296-NW,2015,n
ABMI-296-NW,2016,n
ABMI-296-SE,2015,n
ABMI-296-SE,2016,n
ABMI-296-SW,2015,y
ABMI-296-SW,2016,y
ABMI-297-NE,2018,n
ABMI-297-SW,2018,y
ABMI-298-NE,2018,n
ABMI-298-SW,2018,y
ABMI-299-NE,2018,n
ABMI-299-SW,2018,y
ABMI-2-NE,2015,y
ABMI-2-NW,2015,n
ABMI-2-SE,2015,n
ABMI-2-SW,2015,y
ABMI-300-NE,2016,y
ABMI-300-NW,2016,n
ABMI-300-SE,2016,n
ABMI-300-SW,2016,y
ABMI-301-NE,2016,y
ABMI-301-NW,2016,n
ABMI-301-SE,2016,n
ABMI-301-SW,2016,y
ABMI-302-NE,2016,y
ABMI-302-NW,2016,n
ABMI-302-SE,2016,n
ABMI-302-SW,2016,y
ABMI-317-NE,2017,y
ABMI-317-NW,2017,n
ABMI-317-SE,2017,n
ABMI-317-SW,2017,y
ABMI-318-NE,2017,y
ABMI-318-NW,2017,n
ABMI-318-SE,2017,n
ABMI-318-SW,2017,y
ABMI-319-NE,2017,y
ABMI-319-NW,2017,n
ABMI-319-SE,2017,n
ABMI-319-SW,2017,y
ABMI-320-NE,2018,y
ABMI-320-NW,2018,n
ABMI-320-SE,2018,n
ABMI-320-SW,2018,y
ABMI-321-NE,2018,y
ABMI-321-NW,2018,n
ABMI-321-SE,2018,n
ABMI-321-SW,2018,y
ABMI-322-NE,2018,y
ABMI-322-NW,2018,n
ABMI-322-SE,2018,n
ABMI-322-SW,2018,y
ABMI-323-NE,2016,y
ABMI-323-NW,2016,n
ABMI-323-SE,2016,n
ABMI-323-SW,2016,y
ABMI-324-NE,2016,y
ABMI-324-NW,2016,n
ABMI-324-SE,2016,n
ABMI-324-SW,2016,y
ABMI-325-NE,2016,y
ABMI-325-NW,2016,n
ABMI-325-SE,2016,n
ABMI-325-SW,2016,y
ABMI-329-NE,2015,y
ABMI-329-NW,2015,n
ABMI-329-SE,2015,n
ABMI-329-SW,2015,y
ABMI-32-NE,2015,n
ABMI-330-NE,2015,y
ABMI-330-NW,2015,n
ABMI-330-SE,2015,n
ABMI-330-SW,2015,y
ABMI-331-NE,2015,y
ABMI-331-NW,2015,n
ABMI-331-SE,2015,n
ABMI-331-SW,2015,y
ABMI-332-NE,2017,y
ABMI-332-NW,2017,n
ABMI-332-SE,2017,n
ABMI-332-SW,2017,y
ABMI-33-NE,2015,y
ABMI-33-NW,2015,n
ABMI-33-SE,2015,n
ABMI-33-SW,2015,y
ABMI-346-NE,2017,y
ABMI-346-NW,2017,n
ABMI-346-SE,2017,n
ABMI-346-SW,2017,NA
ABMI-347-NE,2017,y
ABMI-347-NW,2017,n
ABMI-347-SE,2017,n
ABMI-347-SW,2017,y
ABMI-348-NE,2017,y
ABMI-348-NW,2017,n
ABMI-348-SE,2017,n
ABMI-348-SW,2017,y
ABMI-349-NE,2018,y
ABMI-349-NW,2018,n
ABMI-349-SE,2018,n
ABMI-349-SW,2018,y
ABMI-34-NE,2015,y
ABMI-34-NW,2015,n
ABMI-34-SE,2015,n
ABMI-34-SW,2015,y
ABMI-350-NE,2018,y
ABMI-350-NW,2018,n
ABMI-350-SE,2018,n
ABMI-350-SW,2018,y
ABMI-351-NE,2018,y
ABMI-351-NW,2018,n
ABMI-351-SE,2018,n
ABMI-351-SW,2018,y
ABMI-352-NE,2016,y
ABMI-352-NW,2016,n
ABMI-352-SE,2016,n
ABMI-352-SW,2016,y
ABMI-353-NE,2016,y
ABMI-353-NW,2016,n
ABMI-353-SE,2016,n
ABMI-353-SW,2016,y
ABMI-354-NE,2016,y
ABMI-354-NW,2016,n
ABMI-354-SE,2016,n
ABMI-354-SW,2016,y
ABMI-358-NE,2015,y
ABMI-358-NW,2015,n
ABMI-358-SE,2015,n
ABMI-358-SW,2015,y
ABMI-359-NE,2015,y
ABMI-359-NW,2015,n
ABMI-359-SE,2015,n
ABMI-359-SW,2015,y
ABMI-35-NE,2017,y
ABMI-35-NW,2017,n
ABMI-35-SE,2017,n
ABMI-35-SW,2017,y
ABMI-360-NE,2015,y
ABMI-360-NW,2015,n
ABMI-360-SE,2015,n
ABMI-360-SW,2015,y
ABMI-361-NE,2017,y
ABMI-361-NW,2017,n
ABMI-361-SE,2017,n
ABMI-361-SW,2017,y
ABMI-362-NE,2017,y
ABMI-362-NW,2017,n
ABMI-362-SE,2017,n
ABMI-362-SW,2017,y
ABMI-36-NE,2017,y
ABMI-36-NW,2017,n
ABMI-36-SE,2017,n
ABMI-36-SW,2017,y
ABMI-376-NE,2017,y
ABMI-376-NW,2017,n
ABMI-376-SE,2017,n
ABMI-376-SW,2017,y
ABMI-377-NE,2017,y
ABMI-377-NW,2017,n
ABMI-377-SE,2017,n
ABMI-377-SW,2017,y
ABMI-378-NE,2017,y
ABMI-378-NW,2017,n
ABMI-378-SE,2017,n
ABMI-378-SW,2017,y
ABMI-379-NE,2018,y
ABMI-379-NW,2018,n
ABMI-379-SE,2018,n
ABMI-379-SW,2018,y
ABMI-37-NE,2017,y
ABMI-37-NW,2017,n
ABMI-37-SE,2017,n
ABMI-37-SW,2017,y
ABMI-380-NE,2018,y
ABMI-380-NW,2018,n
ABMI-380-SE,2018,n
ABMI-380-SW,2018,y
ABMI-381-NE,2018,y
ABMI-381-NW,2018,n
ABMI-381-SE,2018,n
ABMI-381-SW,2018,y
ABMI-382-NE,2016,y
ABMI-382-NW,2016,n
ABMI-382-SE,2016,n
ABMI-382-SW,2016,y
ABMI-383-NE,2016,y
ABMI-383-NW,2016,n
ABMI-383-SE,2016,n
ABMI-383-SW,2016,y
ABMI-384-NE,2016,y
ABMI-384-NW,2016,n
ABMI-384-SE,2016,n
ABMI-384-SW,2016,y
ABMI-388-NE,2015,y
ABMI-388-NW,2015,n
ABMI-388-SE,2015,n
ABMI-388-SW,2015,y
ABMI-389-NE,2015,y
ABMI-389-NW,2015,n
ABMI-389-SE,2015,n
ABMI-389-SW,2015,y
ABMI-38-NE,2018,n
ABMI-38-SW,2018,y
ABMI-390-NE,2015,y
ABMI-390-NW,2015,n
ABMI-390-SE,2015,n
ABMI-390-SW,2015,y
ABMI-391-NE,2017,y
ABMI-391-NW,2017,n
ABMI-391-SE,2017,n
ABMI-391-SW,2017,y
ABMI-392-NE,2017,y
ABMI-392-NW,2017,n
ABMI-392-SE,2017,n
ABMI-392-SW,2017,y
ABMI-39-NE,2018,n
ABMI-39-SW,2018,y
ABMI-3-NE,2015,y
ABMI-3-NW,2015,n
ABMI-3-SE,2015,n
ABMI-3-SW,2015,y
ABMI-403-NE,2018,y
ABMI-403-NW,2018,n
ABMI-403-SE,2018,n
ABMI-403-SW,2018,y
ABMI-404-NE,2018,y
ABMI-404-NW,2018,n
ABMI-404-SE,2018,n
ABMI-404-SW,2018,y
ABMI-405-NE,2018,y
ABMI-405-NW,2018,n
ABMI-405-SE,2018,n
ABMI-405-SW,2018,y
ABMI-412-NE,2015,y
ABMI-412-NW,2015,n
ABMI-412-SE,2015,n
ABMI-412-SW,2015,y
ABMI-413-NE,2015,y
ABMI-413-NW,2015,n
ABMI-413-SE,2015,n
ABMI-413-SW,2015,y
ABMI-414-NE,2015,y
ABMI-414-NW,2015,n
ABMI-414-SE,2015,n
ABMI-414-SW,2015,y
ABMI-415-NE,2017,y
ABMI-415-NW,2017,n
ABMI-415-SE,2017,n
ABMI-415-SW,2017,y
ABMI-416-NE,2017,y
ABMI-416-NW,2017,n
ABMI-416-SE,2017,n
ABMI-416-SW,2017,y
ABMI-417-NE,2017,y
ABMI-417-NW,2017,n
ABMI-417-SE,2017,n
ABMI-417-SW,2017,y
ABMI-418-NE,2018,y
ABMI-418-SW,2018,n
ABMI-419-NE,2018,y
ABMI-419-SW,2018,n
ABMI-420-NE,2018,y
ABMI-420-SW,2018,n
ABMI-421-NE,2016,y
ABMI-421-NW,2016,n
ABMI-421-SE,2016,n
ABMI-421-SW,2016,y
ABMI-422-NE,2016,y
ABMI-422-NW,2016,n
ABMI-422-SE,2016,n
ABMI-422-SW,2016,y
ABMI-433-NE,2018,y
ABMI-433-NW,2018,n
ABMI-433-SE,2018,n
ABMI-433-SW,2018,y
ABMI-434-NE,2018,y
ABMI-434-NW,2018,n
ABMI-434-SE,2018,n
ABMI-434-SW,2018,y
ABMI-435-NE,2018,y
ABMI-435-NW,2018,n
ABMI-435-SE,2018,n
ABMI-435-SW,2018,y
ABMI-442-NE,2015,y
ABMI-442-NW,2015,n
ABMI-442-SE,2015,n
ABMI-442-SW,2015,y
ABMI-443-NE,2015,y
ABMI-443-NW,2015,n
ABMI-443-SE,2015,n
ABMI-443-SW,2015,y
ABMI-444-NE,2015,y
ABMI-444-NW,2015,n
ABMI-444-SE,2015,n
ABMI-444-SW,2015,y
ABMI-445-NE,2017,y
ABMI-445-NW,2017,n
ABMI-445-SE,2017,n
ABMI-445-SW,2017,y
ABMI-446-NE,2017,y
ABMI-446-NW,2017,n
ABMI-446-SE,2017,n
ABMI-446-SW,2017,y
ABMI-447-NE,2017,y
ABMI-447-NW,2017,n
ABMI-447-SE,2017,n
ABMI-447-SW,2017,y
ABMI-448-NE,2018,n
ABMI-448-SW,2018,n
ABMI-449-NE,2018,y
ABMI-449-SW,2018,n
ABMI-450-NE,2018,y
ABMI-450-SW,2018,n
ABMI-451-NE,2016,y
ABMI-451-NW,2016,n
ABMI-451-SE,2016,n
ABMI-451-SE,2017,n
ABMI-451-SW,2016,y
ABMI-452-NE,2016,y
ABMI-452-NE,2017,y
ABMI-452-NW,2016,n
ABMI-452-SE,2016,n
ABMI-452-SW,2016,y
ABMI-463-NE,2018,y
ABMI-463-NW,2018,n
ABMI-463-SE,2018,n
ABMI-463-SW,2018,y
ABMI-464-NE,2018,y
ABMI-464-NW,2018,n
ABMI-464-SE,2018,n
ABMI-464-SW,2018,y
ABMI-465-NE,2018,y
ABMI-465-NW,2018,n
ABMI-465-SE,2018,n
ABMI-465-SW,2018,y
ABMI-472-NE,2015,y
ABMI-472-NW,2015,n
ABMI-472-SE,2015,n
ABMI-472-SW,2015,y
ABMI-473-NE,2015,y
ABMI-473-NW,2015,n
ABMI-473-SE,2015,n
ABMI-473-SW,2015,y
ABMI-474-NE,2015,y
