deployment,year,Lure
ABMI-W7-CCL,2018,n
ABMI-W829-CCL,2018,n
ABMI-W830-CCL,2018,NA
ABMI-W861-CCL,2018,n
ABMI-W862-CL,2018,n
ABMI-W887-CCL,2018,n
ABMI-W888-CCL,2018,n
ABMI-W889-CCL,2018,n
ABMI-W8-CCL,2018,n
ABMI-W920-CCL,2018,n
ABMI-W921-CCL,2018,n
ABMI-W922-CCL,2018,n
ABMI-W953-CCL,2018,n
ABMI-W954-CL,2018,n
ABMI-W955-CCL,2018,n
BG-0006-001,2016,n
BG-0006-002,2016,n
BG-0006-003,2016,n
BG-0006-004,2016,n
BG-0006-005,2016,n
BG-0006-006,2016,n
BG-0006-007,2016,n
BG-0006-008,2016,n
BG-0006-009,2016,n
BG-0006-010,2016,n
BG-0006-011,2016,n
BG-0006-012,2016,n
BG-0006-013,2016,n
BG-0006-014,2016,n
BG-0006-015,2016,n
BG-0006-016,2016,n
BG-0006-017,2016,n
BG-0006-018,2016,n
BG-0006-019,2016,n
BG-0006-020,2016,n
BG-0006-021,2016,n
BG-0006-022,2016,n
BG-0006-023,2016,n
BG-0006-024,2016,n
BG-0006-025,2016,n
BG-0006-026,2016,n
BG-0006-027,2016,n
BG-0006-028,2016,n
BG-0006-029,2016,n
BG-0006-030,2016,n
BG-0006-032,2016,n
BG-0006-033,2016,n
BG-0006-034,2016,n
BG-0006-035,2016,n
BG-0006-036,2016,n
BG-0006-037,2016,n
BG-0006-038,2016,n
BG-0006-039,2016,n
BG-0006-040,2016,n
BG-0006-041,2016,n
BG-0006-042,2016,n
BG-0006-043,2016,n
BG-0006-044,2016,n
BG-0006-046,2016,n
BG-0006-047,2016,n
BG-0006-048,2016,n
BG-0006-049,2016,n
BG-0006-050,2016,n
BG-0006-051,2016,n
BG-0006-052,2016,n
BG-0006-053,2016,n
BG-0006-054,2016,n
BG-0006-055,2016,n
BG-0006-056,2016,n
BG-0006-057,2016,n
BG-0006-058,2016,n
BG-0006-059,2016,n
BG-0006-060,2016,n
BG-0006-061,2016,n
BG-0006-062,2016,n
BG-0006-064,2016,n
BG-0006-065,2016,n
BG-0006-066,2016,n
BG-0006-067,2016,n
BG-0006-068,2016,n
BG-0006-069,2016,n
BG-0006-070,2016,n
BG-0006-072,2016,n
BG-0006-073,2016,n
BG-0006-074,2016,n
BG-0006-075,2016,n
BG-0006-076,2016,n
BG-0006-077,2016,n
BG-0006-078,2016,n
BG-0006-079,2016,n
BG-0006-080,2016,n
BG-0006-081,2016,n
BG-0006-082,2016,n
BG-0006-083,2016,n
BG-0006-085,2016,n
BG-0006-086,2016,n
BG-0006-087,2016,n
BG-0006-088,2016,n
BG-0006-089,2016,n
BG-0006-090,2016,n
BG-0006-091,2016,n
BG-0006-092,2016,n
BG-0006-093,2016,n
BG-0006-094,2016,n
BG-0006-095,2016,n
BG-0006-096,2016,n
BG-0006-097,2016,n
BG-0006-098,2016,n
BG-0006-099,2016,n
BG-0006-100,2016,n
BG-0007-001,2016,n
BG-0007-002,2016,n
BG-0007-003,2016,n
BG-0007-004,2016,n
BG-0007-005,2016,n
BG-0007-006,2016,n
BG-0007-007,2016,n
BG-0007-008,2016,n
BG-0007-009,2016,n
BG-0007-010,2016,n
BG-0007-011,2016,n
BG-0007-012,2016,n
BG-0007-013,2016,n
BG-0007-014,2016,n
BG-0007-015,2016,n
BG-0007-016,2016,n
BG-0007-017,2016,n
BG-0007-018,2016,n
BG-0007-019,2016,n
BG-0007-020,2016,n
BG-0007-021,2016,n
BG-0007-022,2016,n
BG-0007-023,2016,n
BG-0007-024,2016,n
BG-0007-025,2016,n
BG-0007-026,2016,n
BG-0007-027,2016,n
BG-0007-028,2016,n
BG-0007-029,2016,n
BG-0007-030,2016,n
BG-0007-031,2016,n
BG-0007-032,2016,n
BG-0007-033,2016,n
BG-0007-034,2016,n
BG-0007-035,2016,n
BG-0007-036,2016,n
BG-0007-037,2016,n
BG-0007-038,2016,n
BG-0007-039,2016,n
BG-0007-040,2016,n
BG-0007-041,2016,n
BG-0007-042,2016,n
BG-0007-043,2016,n
BG-0007-044,2016,n
BG-0007-045,2016,n
BG-0007-046,2016,n
BG-0007-047,2016,n
BG-0007-048,2016,n
BG-0007-049,2016,n
BG-0007-051,2016,n
BG-0007-052,2016,n
BG-0007-053,2016,n
BG-0007-054,2016,n
BG-0007-055,2016,n
BG-0007-056,2016,n
BG-0007-057,2016,n
BG-0007-058,2016,n
BG-0007-059,2016,n
BG-0007-060,2016,n
BG-0007-061,2016,n
BG-0007-062,2016,n
BG-0007-063,2016,n
BG-0007-064,2016,n
BG-0007-065,2016,n
BG-0007-066,2016,n
BG-0007-067,2016,n
BG-0007-068,2016,n
BG-0007-069,2016,n
BG-0007-070,2016,n
BG-0007-071,2016,n
BG-0007-072,2016,n
BG-0007-074,2016,n
BG-0007-075,2016,n
BG-0007-076,2016,n
BG-0007-077,2016,n
BG-0007-078,2016,n
BG-0007-079,2016,n
BG-0007-080,2016,n
BG-0007-081,2016,n
BG-0007-082,2016,n
BG-0007-083,2016,n
BG-0007-084,2016,n
BG-0007-085,2016,n
BG-0007-086,2016,n
BG-0007-087,2016,n
BG-0007-088,2016,n
BG-0007-089,2016,n
BG-0007-090,2016,n
BG-0007-091,2016,n
BG-0007-092,2016,n
BG-0007-093,2016,n
BG-0007-094,2016,n
BG-0007-095,2016,n
BG-0007-096,2016,n
BG-0007-097,2016,n
BG-0007-098,2016,n
BG-0007-099,2016,n
BG-0007-100,2016,n
BG-0009-001,2016,n
BG-0009-002,2016,n
BG-0009-003,2016,n
BG-0009-004,2016,n
BG-0009-005,2016,n
BG-0009-006,2016,n
BG-0009-007,2016,n
BG-0009-008,2016,n
BG-0009-009,2016,n
BG-0009-010,2016,n
BG-0009-011,2016,n
BG-0009-012,2016,n
BG-0009-013,2016,n
BG-0009-014,2016,n
BG-0009-015,2016,n
BG-0009-016,2016,n
BG-0009-017,2016,n
BG-0009-018,2016,n
BG-0009-019,2016,n
BG-0009-020,2016,n
BG-0009-021,2016,n
BG-0009-022,2016,n
BG-0009-023,2016,n
BG-0009-024,2016,n
BG-0009-025,2016,n
BG-0009-026,2016,n
BG-0009-027,2016,n
BG-0009-028,2016,n
BG-0009-029,2016,n
BG-0009-030,2016,n
BG-0009-031,2016,n
BG-0009-032,2016,n
BG-0009-033,2016,n
BG-0009-034,2016,n
BG-0009-035,2016,n
BG-0009-036,2016,n
BG-0009-037,2016,n
BG-0009-038,2016,n
BG-0009-039,2016,n
BG-0009-040,2016,n
BG-0009-041,2016,n
BG-0009-042,2016,n
BG-0009-043,2016,n
BG-0009-044,2016,n
BG-0009-045,2016,n
BG-0009-046,2016,n
BG-0009-047,2016,n
BG-0009-048,2016,n
BG-0009-049,2016,n
BG-0009-050,2016,n
BG-0009-051,2016,n
BG-0009-052,2016,n
BG-0009-053,2016,n
BG-0009-054,2016,n
BG-0009-055,2016,n
BG-0009-056,2016,n
BG-0009-057,2016,n
BG-0009-058,2016,n
BG-0009-059,2016,n
BG-0009-060,2016,n
BG-0009-061,2016,n
BG-0009-062,2016,n
BG-0009-063,2016,n
BG-0009-064,2016,n
BG-0009-065,2016,n
BG-0009-066,2016,n
BG-0009-067,2016,n
BG-0009-068,2016,n
BG-0009-069,2016,n
BG-0009-070,2016,n
BG-0009-071,2016,n
BG-0009-072,2016,n
BG-0009-073,2016,n
BG-0009-074,2016,n
BG-0009-076,2016,n
BG-0009-077,2016,n
BG-0009-078,2016,n
BG-0009-079,2016,n
BG-0009-080,2016,n
BG-0009-081,2016,n
BG-0009-082,2016,n
BG-0009-083,2016,n
BG-0009-084,2016,n
BG-0009-085,2016,n
BG-0009-086,2016,n
BG-0009-087,2016,n
BG-0009-088,2016,n
BG-0009-089,2016,n
BG-0009-090,2016,n
BG-0009-091,2016,n
BG-0009-092,2016,n
BG-0009-093,2016,n
BG-0009-094,2016,n
BG-0009-095,2016,n
BG-0009-096,2016,n
BG-0009-097,2016,n
BG-0009-098,2016,n
BG-0009-099,2016,n
BG-0009-101,2016,n
CAL100,2017,n
CAL100,2018,n
CAL76,2017,n
CAL76,2018,n
CAL77,2017,n
CAL77,2018,n
CAL78,2017,n
CAL78,2018,n
CAL79,2017,n
CAL79,2018,n
CAL80,2017,n
CAL80,2018,n
CAL81,2017,n
CAL82,2017,n
CAL82,2018,n
CAL83,2017,n
CAL83,2018,n
CAL83,2018,n
CAL84,2017,n
CAL84,2018,n
CAL85,2017,n
CAL85,2018,n
CAL85,2018,n
CAL86,2017,n
CAL86,2018,n
CAL87,2017,n
CAL87,2018,n
CAL87,2018,n
CAL88,2017,n
CAL88,2018,n
CAL89,2017,n
CAL89,2018,n
CAL89,2018,n
CAL90,2017,n
CAL90,2018,n
CAL91,2017,n
CAL91,2018,n
CAL92,2017,n
CAL92,2018,n
CAL93,2017,n
CAL93,2018,n
CAL94,2017,n
CAL95,2017,n
CAL95,2018,n
CAL96,2017,n
CAL96,2018,n
CAL97,2017,n
CAL97,2018,n
CAL98,2017,n
CAL98,2018,n
CAL99,2017,n
CAL99,2018,n
CHR101,2017,n
CHR101,2018,n
CHR102,2017,n
CHR102,2018,n
CHR103,2017,n
CHR103,2018,n
CHR104,2017,n
CHR104,2018,n
CHR105,2017,n
CHR105,2018,n
CHR106,2017,n
CHR106,2018,n
CHR107,2017,n
CHR107,2018,n
CHR108,2017,n
CHR108,2018,n
CHR109,2017,n
CHR109,2018,n
CHR110,2017,n
CHR110,2018,n
CHR111,2017,n
CHR111,2018,n
CHR112,2017,n
CHR112,2018,n
CHR113,2017,n
CHR113,2018,n
CHR114,2017,n
CHR114,2018,n
CHR115,2017,n
CHR115,2018,n
CHR116,2017,n
CHR116,2018,n
CHR117,2017,n
CHR117,2018,n
CHR118,2017,n
CHR118,2018,n
CHR119,2017,n
CHR119,2018,n
CHR120,2017,n
CHR120,2018,n
CHR121,2017,n
CHR121,2018,n
CHR122,2017,n
CHR122,2018,n
CHR123,2017,n
CHR123,2018,n
CHR124,2017,n
CHR124,2018,n
CHR125,2017,n
CHR125,2018,n
DEW1,2018,n
DEW1,2018,n
DEW10,2018,n
DEW11,2018,n
DEW12,2018,n
DEW13,2018,n
DEW14,2018,n
DEW15,2018,n
DEW15,2018,n
DEW16,2018,n
DEW17,2018,n
DEW18,2018,n
DEW19,2018,n
DEW2,2018,n
DEW20,2018,n
DEW21,2018,n
DEW22,2018,n
DEW23,2018,n
DEW23,2018,n
DEW23,2018,n
DEW24,2018,n
DEW25,2018,n
DEW3,2018,n
DEW4,2018,n
DEW5,2018,n
DEW6,2018,n
DEW7,2018,n
DEW8,2018,n
DEW9,2018,n
FMM1,2017,n
FMM1,2018,n
FMM1,2018,n
FMM10,2017,n
FMM10,2018,n
FMM10,2018,n
FMM11,2017,n
FMM11,2018,n
FMM12,2017,n
FMM12,2018,n
FMM12,2018,n
FMM13,2017,n
FMM13,2018,n
FMM13,2018,n
FMM14,2017,n
FMM14,2018,n
FMM14,2018,n
FMM15,2017,n
FMM15,2018,n
FMM15,2018,n
FMM16,2017,n
FMM16,2018,n
FMM16,2018,n
FMM17,2017,n
FMM17,2018,n
FMM17,2018,n
FMM18,2017,n
FMM18,2018,n
FMM18,2018,n
FMM19,2017,n
FMM19,2018,n
FMM19,2018,n
FMM2,2017,n
FMM2,2018,n
FMM2,2018,n
FMM20,2017,n
FMM20,2018,n
FMM20,2018,n
FMM21,2017,n
FMM21,2018,n
FMM21,2018,n
FMM22,2017,n
FMM22,2018,n
FMM22,2018,n
FMM23,2017,n
FMM23,2018,n
FMM23,2018,n
FMM24,2017,n
FMM24,2018,n
FMM24,2018,n
FMM25,2017,n
FMM25,2018,n
FMM25,2018,n
FMM3,2017,n
FMM3,2018,n
FMM3,2018,n
FMM4,2017,n
FMM4,2018,n
FMM4,2018,n
FMM5,2017,n
FMM5,2018,n
FMM5,2018,n
FMM6,2017,n
FMM6,2018,n
FMM6,2018,n
FMM7,2017,n
FMM7,2018,n
FMM8,2017,n
FMM8,2018,n
FMM8,2018,n
FMM9,2017,n
FMM9,2018,n
FMM9,2018,n
IN1F,2014,y
IN1O,2014,y
IN2F,2014,y
IN2O,2014,y
IN3F,2014,y
IN3O,2014,y
IN4F,2014,y
IN4F2,2014,y
IN5F,2014,y
IN5O,2014,y
LID1,2018,n
LID10,2018,n
LID11,2018,n
LID12,2018,n
LID13,2018,n
LID14,2018,n
LID15,2018,n
LID17,2018,n
LID18,2018,n
LID19,2018,n
LID20,2018,n
LID21,2018,n
LID22,2018,n
LID23,2018,n
LID25,2018,n
LID4,2018,n
LID5,2018,n
LID6,2018,n
LID7,2018,n
LID8,2018,n
LID9,2018,n
LLB126,2017,n
LLB126,2018,n
LLB126,2018,n
LLB127,2017,n
LLB127,2018,n
LLB127,2018,n
LLB128,2017,n
LLB128,2018,n
LLB128,2018,n
LLB129,2017,n
LLB129,2018,n
LLB129,2018,n
LLB130,2017,n
LLB130,2018,n
LLB130,2018,n
LLB131,2017,n
LLB131,2018,n
LLB131,2018,n
LLB132,2017,n
LLB132,2018,n
LLB132,2018,n
LLB133,2017,n
LLB133,2018,n
LLB133,2018,n
LLB134,2017,n
LLB134,2018,n
LLB134,2018,n
LLB135,2017,n
LLB135,2018,n
LLB135,2018,n
LLB136,2017,n
LLB136,2018,n
LLB136,2018,n
LLB137,2017,n
LLB137,2018,n
LLB137,2018,n
LLB138,2017,n
LLB138,2018,n
LLB138,2018,n
LLB139,2017,n
LLB139,2018,n
LLB139,2018,n
LLB140,2017,n
LLB140,2018,n
LLB140,2018,n
LLB141,2017,n
LLB141,2018,n
LLB141,2018,n
LLB142,2017,n
LLB142,2018,n
LLB142,2018,n
LLB143,2017,n
LLB143,2018,n
LLB143,2018,n
LLB144,2017,n
LLB144,2018,n
LLB144,2018,n
LLB145,2017,n
LLB145,2018,n
LLB145,2018,n
LLB146,2017,n
LLB146,2018,n
LLB146,2018,n
LLB147,2017,n
LLB147,2018,n
LLB147,2018,n
LLB148,2017,n
LLB148,2018,n
LLB148,2018,n
LLB149,2017,n
LLB149,2018,n
LLB149,2018,n
LLB150,2017,n
LLB150,2018,n
LLB150,2018,n
LRN51,2018,n
LRN51,2018,n
LRN52,2018,n
LRN52,2018,n
LRN53,2018,n
LRN53,2018,n
LRN54,2018,n
LRN54,2018,n
LRN55,2018,n
LRN55,2018,n
LRN56,2018,n
LRN56,2018,n
LRN57,2018,n
LRN57,2018,n
LRN58,2018,n
LRN58,2018,n
LRN59,2018,n
LRN59,2018,n
LRN60,2018,n
LRN60,2018,n
LRN61,2018,n
LRN61,2018,n
LRN62,2018,n
LRN62,2018,n
LRN63,2018,n
LRN63,2018,n
LRN64,2018,n
LRN64,2018,n
LRN65,2018,n
LRN65,2018,n
LRN66,2018,n
LRN66,2018,n
LRN67,2018,n
LRN67,2018,n
LRN68,2018,n
LRN68,2018,n
LRN69,2018,n
LRN69,2018,n
LRN70,2018,n
LRN70,2018,n
LRN71,2018,n
LRN71,2018,n
LRN72,2018,n
LRN72,2018,n
LRN73,2018,n
LRN73,2018,n
LRN74,2018,n
LRN74,2018,n
LRN75,2018,n
LRN75,2018,n
MAC26,2017,n
MAC26,2018,n
MAC27,2017,n
MAC27,2018,n
MAC28,2017,n
MAC28,2018,n
MAC29,2017,n
MAC29,2018,n
MAC30,2017,n
MAC30,2018,n
MAC31,2017,n
MAC31,2018,n
MAC32,2017,n
MAC32,2018,n
MAC33,2017,n
MAC33,2018,n
MAC34,2017,n
MAC34,2018,n
MAC35,2017,n
MAC35,2018,n
MAC36,2017,n
MAC36,2018,n
MAC37,2017,n
MAC37,2018,n
MAC38,2017,n
MAC38,2018,n
MAC39,2017,n
MAC39,2018,n
MAC40,2017,n
MAC40,2018,n
MAC41,2017,n
MAC41,2018,n
MAC42,2017,n
MAC42,2018,n
MAC43,2017,n
MAC43,2018,n
MAC44,2017,n
MAC44,2018,n
MAC45,2017,n
MAC45,2018,n
MAC46,2017,n
MAC46,2018,n
MAC47,2017,n
MAC47,2018,n
MAC48,2017,n
MAC48,2018,n
MAC49,2017,n
MAC49,2018,n
MAC50,2017,n
MAC50,2018,n
MCC26,2018,n
MCC26,2018,n
MCC27,2018,n
MCC27,2018,n
MCC28,2018,n
MCC28,2018,n
MCC29,2018,n
MCC29,2018,n
MCC30,2018,n
MCC30,2018,n
MCC31,2018,n
MCC31,2018,n
MCC32,2018,n
MCC32,2018,n
MCC33,2018,n
MCC33,2018,n
MCC34,2018,n
MCC34,2018,n
MCC35,2018,n
MCC35,2018,n
MCC36,2018,n
MCC36,2018,n
MCC37,2018,n
MCC37,2018,n
MCC38,2018,n
MCC38,2018,n
MCC39,2018,n
MCC39,2018,n
MCC40,2018,n
MCC40,2018,n
MCC41,2018,n
MCC41,2018,n
MCC42,2018,n
MCC43,2018,n
MCC44,2018,n
MCC44,2018,n
MCC45,2018,n
MCC45,2018,n
MCC46,2018,n
MCC46,2018,n
MCC47,2018,n
MCC47,2018,n
MCC48,2018,n
MCC48,2018,n
MCC49,2018,n
MCC49,2018,n
MCC50,2018,n
MCC50,2018,n
NEXENK14_006,2014,y
NEXENK14_007,2014,y
NEXENK14_008,2014,y
NEXENK14_009,2014,y
NEXENK14_010,2014,y
NEXENK14_011,2014,y
NEXENK14_012,2014,y
NEXENK14_013,2014,y
NEXENK14_014,2014,y
NEXENK14_021,2014,y
NEXENK14_022,2014,y
NEXENK14_023,2014,y
NEXENK14_024,2014,y
NEXENK14_025,2014,y
NEXENK14_026,2014,y
NEXENK14_027,2014,y
NEXENK14_028,2014,y
NEXENK14_029,2014,y
NEXENK14_036,2014,y
NEXENK14_037,2014,y
NEXENK14_038,2014,y
NEXENK14_039,2014,y
NEXENK14_040,2014,y
NEXENK14_041,2014,y
NEXENK14_043,2014,y
NEXENK14_044,2014,y
NEXENK14_045,2014,y
NEXENK14_052,2014,y
NEXENK14_053,2014,y
NEXENK14_054,2014,y
NEXENK14_055,2014,y
NEXENK14_056,2014,y
NEXENK14_057,2014,y
NEXENK14_058,2014,y
NEXENK14_059,2014,y
NEXENK14_060,2014,y
NEXENK14_066,2014,y
NEXENK14_067,2014,y
NEXENK14_068,2014,y
NEXENK14_069,2014,y
NEXENK14_070,2014,y
NEXENK14_071,2014,y
NEXENK14_072,2014,y
NEXENK14_073,2014,y
NEXENK14_074,2014,y
NEXENK14_075,2014,y
NEXENK14_081,2014,y
NEXENK14_082,2014,y
NEXENK14_083,2014,y
NEXENK14_086,2014,y
NEXENK14_087,2014,y
NEXENK14_088,2014,y
NEXENK14_089,2014,y
NEXENK14_090,2014,y
NEXENK14_096,2014,y
NEXENK14_097,2014,y
NEXENK14_098,2014,y
NEXENK14_099,2014,y
NEXENK14_100,2014,y
NEXENK14_101,2014,y
NEXENK14_102,2014,y
NEXENK14_103,2014,y
NEXENK14_104,2014,y
NEXENK14_105,2014,y
NEXENK14_109,2014,y
NEXENK14_111,2014,y
NEXENK14_113,2014,y
NEXENK14_114,2014,y
NEXENK14_115,2014,y
NEXENK14_116,2014,y
NEXENK14_117,2014,y
NEXENK14_118,2014,y
NEXENK14_119,2014,y
NEXENK14_120,2014,y
NEXENK14_124,2014,y
NEXENK14_126,2014,y
NEXENK14_128,2014,y
NEXENK14_129,2014,y
NEXENK14_130,2014,y
NEXENK14_131,2014,y
NEXENK14_132,2014,y
NEXENK14_133,2014,y
NEXENK14_134,2014,y
NEXENK14_135,2014,y
NEXENK14_139,2014,y
NEXENK14_141,2014,y
NEXENK14_142,2014,y
NEXENK14_143,2014,y
NEXENK14_144,2014,y
NEXENK14_145,2014,y
NEXENK14_146,2014,y
NEXENK14_147,2014,y
NEXENK14_148,2014,y
NEXENK14_149,2014,y
NEXENK14_150,2014,y
OG-AAC-1054-41,2017,n
OG-AAC-1054-42,2017,n
OG-AAC-1054-43,2017,n
OG-AAC-1054-44,2017,n
OG-AAC-1055-41,2017,n
OG-AAC-1055-42,2017,n
OG-AAC-1085-41,2017,n
OG-AAC-1087-41,2017,n
OG-AAC-1116-41,2017,n
OG-AAC-1116-42,2017,n
OG-AAC-1116-43,2017,n
OG-AAC-1157-41,2017,n
OG-AAC-1157-42,2017,n
OG-AAC-1157-43,2017,n
OG-AAC-1157-44,2017,n
OG-AAC-1180-41,2017,n
OG-AAC-1180-41-1-b,2017,n
OG-AAC-1180-41-b,2017,n
OG-AAC-1190-41,2017,n
OG-AAC-1190-42,2017,n
OG-AAC-1190-43,2017,n
OG-AAC-1191-41,2017,n
OG-AAC-1191-42,2017,n
OG-AAC-359-41,2017,n
OG-AAC-359-42,2017,n
OG-AAC-389-41,2017,n
OG-AAC-389-42,2017,n
OG-AAC-540-41,2017,n
OG-AAC-540-42,2017,n
OG-AAC-540-43,2017,n
OG-AAC-540-44,2017,n
OG-AAC-540-45,2017,n
OG-AAC-555-41,2017,n
OG-AAC-555-42,2017,n
OG-AAC-555-43,2017,n
OG-AAC-636-41,2017,n
OG-AAC-636-42,2017,n
OG-AAC-636-43,2017,n
OG-AAC-636-44,2017,n
OG-AAC-636-45,2017,n
OG-AAC-636-46,2017,n
OG-AAC-637-41,2017,n
OG-AAC-637-43,2017,n
OG-AAC-637-44,2017,n
OG-AAC-637-45,2017,n
OG-AAC-637-46,2017,n
OG-AAC-637-47,2017,n
OG-AAC-637-48,2017,n
OG-AAC-638-43,2017,n
OG-AAC-639-41,2017,n
OG-AAC-639-42,2017,n
OG-AAC-639-43,2017,n
OG-AAC-639-44,2017,n
OG-AAC-670-41,2017,n
OG-AAC-670-42,2017,n
OG-AAC-670-43,2017,n
OG-AAC-670-44,2017,n
OG-AAC-670-45,2017,n
OG-AAC-671-41,2017,n
OG-AAC-671-42,2017,n
OG-AAC-671-43,2017,n
OG-AAC-671-44,2017,n
OG-AAC-722-41,2017,n
OG-AAC-723-41,2017,n
OG-AAC-723-42,2017,n
OG-AAC-754-41,2017,n
OG-AAC-754-42,2017,n
OG-AAC-754-43,2017,n
OG-AAC-754-44,2017,n
OG-AAC-754-45,2017,n
OG-AAC-754-46,2017,n
OG-AAC-761-41,2017,n
OG-AAC-793-41,2017,n
OG-AAC-793-42,2017,n
OG-AAC-793-43,2017,n
OG-AAC-793-44,2017,n
OG-AAC-793-45,2017,n
OG-AAC-793-46,2017,n
OG-AAC-830-41,2017,n
OG-AAC-830-42,2017,n
OG-AAC-830-43,2017,n
OG-ABMI-1059-21,2015,y
OG-ABMI-1059-22,2015,y
OG-ABMI-1059-23,2015,y
OG-ABMI-1060-41-NE,2017,n
OG-ABMI-1060-41-NW,2017,n
OG-ABMI-1060-41-SE,2017,y
OG-ABMI-1060-41-SW,2017,y
OG-ABMI-1091-21,2015,y
OG-ABMI-1119-21,2015,y
OG-ABMI-1188-41-NE,2017,y
OG-ABMI-1188-41-NW,2017,n
OG-ABMI-1188-41-SE,2017,y
OG-ABMI-1188-41-SW,2017,n
OG-ABMI-1193-21,2015,n
OG-ABMI-1249-21,2015,y
OG-ABMI-1249-22,2015,y
OG-ABMI-1249-23,2015,y
OG-ABMI-1333-21,2015,y
OG-ABMI-1334-21,2015,n
OG-ABMI-1334-22,2015,n
OG-ABMI-1360-21,2015,y
OG-ABMI-1389-21,2015,n
OG-ABMI-1389-22,2015,n
OG-ABMI-1412-21,2015,n
OG-ABMI-1412-22,2015,y
OG-ABMI-1413-21,2015,n
OG-ABMI-1462-21,2015,n
OG-ABMI-1462-22,2015,n
OG-ABMI-1464-21,2015,n
OG-ABMI-1464-22,2015,n
OG-ABMI-1481-21,2015,y
OG-ABMI-1481-22,2015,y
OG-ABMI-1482-21,2015,y
OG-ABMI-1482-22,2015,n
OG-ABMI-1567-21,2015,y
OG-ABMI-1567-22,2015,y
OG-ABMI-1567-23,2015,y
OG-ABMI-1567-24,2015,y
OG-ABMI-1634-21,2015,y
OG-ABMI-1634-22,2015,y
OG-ABMI-1634-23,2015,y
OG-ABMI-1641-21,2015,y
OG-ABMI-1642-21,2015,y
OG-ABMI-1642-22,2015,y
OG-ABMI-406-51,2018,n
OG-ABMI-406-52,2018,n
OG-ABMI-406-53,2018,n
OG-ABMI-436-51,2018,n
OG-ABMI-436-52,2018,n
OG-ABMI-436-53,2018,n
OG-ABMI-436-54,2018,n
OG-ABMI-438-51,2018,n
OG-ABMI-438-52,2018,n
OG-ABMI-438-53,2018,n
OG-ABMI-439-57,2018,n
OG-ABMI-439-58,2018,n
OG-ABMI-468-51,2018,n
OG-ABMI-468-52,2018,n
OG-ABMI-468-53,2018,n
OG-ABMI-469-51,2018,n
OG-ABMI-470-56,2018,n
OG-ABMI-477-21-1,2015,n
OG-ABMI-477-21-2,2015,y
OG-ABMI-477-21-4,2015,y
OG-ABMI-493-52,2018,n
OG-ABMI-498-52,2018,n
OG-ABMI-499-51,2018,n
OG-ABMI-499-52,2018,n
OG-ABMI-499-53,2018,n
OG-ABMI-499-54,2018,n
OG-ABMI-500-51,2018,n
OG-ABMI-500-52,2018,n
OG-ABMI-500-53,2018,n
OG-ABMI-500-54,2018,n
OG-ABMI-500-55,2018,n
OG-ABMI-500-56,2018,n
OG-ABMI-500-57,2018,n
OG-ABMI-500-58,2018,n
OG-ABMI-500-59,2018,n
OG-ABMI-510-21-1,2015,n
OG-ABMI-510-21-2,2015,y
OG-ABMI-510-21-3,2015,n
OG-ABMI-510-21-4,2015,y
OG-ABMI-510-41-1,2017,y
OG-ABMI-510-41-2,2017,n
OG-ABMI-510-41-3,2017,y
OG-ABMI-510-41-4,2017,n
OG-ABMI-521-52,2018,n
OG-ABMI-529-51,2018,n
OG-ABMI-531-41-1,2017,y
OG-ABMI-531-41-2,2017,n
OG-ABMI-531-41-3,2017,NA
OG-ABMI-531-41-4,2017,n
OG-ABMI-531-51,2018,n
OG-ABMI-531-52,2018,n
OG-ABMI-531-53,2018,n
OG-ABMI-531-54,2018,n
OG-ABMI-555-51,2018,n
OG-ABMI-555-53,2018,n
OG-ABMI-555-55,2018,n
OG-ABMI-555-56,2018,n
OG-ABMI-559-51,2018,n
OG-ABMI-559-52,2018,n
OG-ABMI-560-51,2018,n
OG-ABMI-560-52,2018,n
OG-ABMI-560-53,2018,n
OG-ABMI-560-54,2018,n
OG-ABMI-561-51,2018,n
OG-ABMI-561-52,2018,n
OG-ABMI-561-53,2018,n
OG-ABMI-571-21-1,2015,n
OG-ABMI-571-21-2,2015,y
OG-ABMI-571-21-3,2015,n
OG-ABMI-571-21-4,2015,y
OG-ABMI-574-21-1,2015,n
OG-ABMI-574-21-2,2015,y
OG-ABMI-574-21-3,2015,n
OG-ABMI-574-21-4,2015,y
OG-ABMI-583-21-1,2015,n
OG-ABMI-583-21-2,2015,y
OG-ABMI-583-21-3,2015,n
OG-ABMI-583-21-4,2015,y
OG-ABMI-586-41-NE,2017,y
OG-ABMI-586-41-NW,2017,n
OG-ABMI-586-41-SE,2017,n
OG-ABMI-586-41-SW,2017,y
OG-ABMI-602-51,2018,n
OG-ABMI-602-52,2018,n
OG-ABMI-602-53,2018,n
OG-ABMI-616-54,2018,n
OG-ABMI-617-41-1,2017,y
OG-ABMI-617-41-2,2017,n
OG-ABMI-617-41-3,2017,y
OG-ABMI-617-41-4,2017,n
OG-ABMI-623-21-1,2015,n
OG-ABMI-623-21-2,2015,y
OG-ABMI-623-21-3,2015,n
OG-ABMI-623-21-4,2015,y
OG-ABMI-626-51,2018,n
OG-ABMI-626-52,2018,n
OG-ABMI-626-53,2018,n
OG-ABMI-629-21-1,2015,n
OG-ABMI-629-21-2,2015,y
OG-ABMI-629-21-3,2015,n
OG-ABMI-629-21-4,2015,y
OG-ABMI-630-51,2018,n
OG-ABMI-630-52,2018,n
OG-ABMI-630-53,2018,n
OG-ABMI-633-51,2018,n
OG-ABMI-633-52,2018,n
